Aktual,Prediksi
22.0,13.183099206349207
9.0,17.106809523809524
10.0,17.576238095238093
4.0,13.633406746031746
12.0,9.254876984126982
14.0,8.821064285714282
8.0,13.033535714285716
8.0,14.211928571428572
18.0,13.767797619047615
11.0,10.464075396825399
13.0,18.230845238095238
12.0,18.295761904761903
12.0,14.691285714285716
11.0,13.773166666666667
15.0,12.813535714285717
26.0,10.851780952380953
18.0,13.893482600732598
16.0,19.14459126984127
23.0,18.113949023199027
13.0,18.914773809523812
18.0,18.400207070707065
14.0,15.440626984126991
10.0,19.56755952380953
8.0,20.12817316017316
9.0,14.004753968253967
14.0,10.340420634920639
13.0,11.487892063492064
18.0,13.898488095238092
16.0,13.268119047619045
13.0,17.541551587301583
21.0,19.76855970837947
14.0,17.15735714285714
10.0,16.05270238095238
6.0,17.658119047619046
6.0,13.42577182539682
6.0,12.068654761904764
4.0,9.164304761904765
10.0,8.841423809523814
18.0,8.103421428571428
9.0,10.944835714285711
10.0,23.28307142857143
13.0,14.634470238095235
16.0,11.573357142857144
9.0,14.679821428571426
9.0,14.99263492063493
7.0,14.232595238095243
7.0,11.708738095238092
6.0,9.534861904761907
5.0,9.073915079365081
7.0,8.548796031746033
14.0,7.555828571428572
19.0,8.53996746031746
16.0,12.222734126984125
15.0,22.09404761904762
22.0,15.727123015873014
25.0,15.267499999999995
22.0,16.881714285714285
26.0,19.71139682539683
21.0,19.249751879699247
22.0,21.233035714285716
28.0,18.907813492063493
32.0,20.48844444444445
27.0,24.077345238095237
24.0,23.993027777777776
27.0,25.85402380952381
15.0,25.288166666666662
12.0,24.787119047619047
13.0,18.221980158730158
10.0,19.726082251082254
17.0,18.278658730158728
15.0,16.266452380952376
8.0,21.846853174603176
16.0,22.505869047619047
8.0,14.532047619047626
14.0,14.264511904761903
11.0,16.20054365079365
14.0,15.171571428571426
18.0,16.986329365079364
19.0,14.712333333333332
19.0,17.80340079365079
15.0,19.371489001308767
22.0,16.150357753357753
20.0,16.392623015873017
20.0,20.062011904761906
22.0,18.757597117794493
13.0,16.783877257799674
17.0,19.872134920634917
15.0,16.188126984126985
12.0,19.368019841269838
17.0,18.78012698412699
13.0,14.559471139971137
13.0,19.46341666666666
17.0,20.682432724252486
27.0,19.210960317460316
21.0,19.07277380952381
17.0,19.753733405483402
26.0,20.922537593984963
23.0,20.79886111111111
20.0,20.180963980463982
12.0,18.689325396825396
14.0,16.363555555555557
16.0,16.317876984126983
11.0,16.607841269841273
22.0,15.03185254803676
21.0,17.462851731601734
20.0,19.47771428571429
17.0,20.253547619047616
22.0,15.765938356058138
15.0,18.430816833751045
17.0,17.74375703737682
21.0,16.485666666666667
21.0,25.886992063492066
17.0,20.23315891472868
20.0,18.933415566526172
17.0,15.57529302422723
22.0,22.62973809523809
20.0,16.59486433211831
26.0,18.377960486705266
14.0,23.620078385619216
19.0,24.789868742368736
22.0,17.42444841269841
26.0,22.11186507936507
21.0,21.204620927318288
16.0,22.83741666666666
25.0,22.62825
31.0,23.706145363408517
18.0,21.180308080808086
22.0,27.699116341991342
22.0,24.596121553884718
19.0,25.40530952380953
25.0,21.67504761904763
18.0,18.947620927318297
27.0,25.878925824175816
19.0,20.310833333333335
18.0,20.93089935064935
22.0,24.242716791979948
23.0,23.225035714285713
14.0,18.401144148316565
14.0,24.67090476190476
22.0,20.180484126984126
18.0,23.067345238095236
24.0,20.195427128427134
19.0,19.877579365079367
16.0,21.20644017094017
20.0,20.475812238930654
18.0,19.16508333333333
13.0,19.048731918179286
16.0,24.51234939091915
19.0,16.77823809523809
14.0,17.111047619047618
16.0,19.987436507936504
17.0,18.319785898855663
16.0,19.15799206349206
25.0,21.295734126984126
25.0,18.217081957630054
27.0,19.379214285714287
16.0,22.9912380952381
13.0,20.57227777777778
14.0,15.806984126984128
23.0,22.55966666666667
15.0,17.497975256769376
23.0,23.786214285714287
20.0,20.690779369323486
32.0,26.899380591630585
23.0,18.509482648930017
20.0,21.545841269841276
24.0,21.2769880952381
25.0,25.630174603174606
17.0,19.472900673400677
15.0,24.00851587301588
17.0,22.70889814814814
13.0,18.0885
13.0,19.922341269841265
14.0,18.78312698412698
16.0,20.91831746031746
15.0,16.163297619047615
16.0,18.409053846738058
16.0,16.666293650793644
14.0,19.60780889724311
15.0,17.52415413533835
19.0,17.510412698412694
22.0,16.61775
15.0,19.200603611300988
16.0,20.69353427128427
18.0,17.685099206349204
20.0,18.017820494864612
15.0,18.406765873015875
17.0,20.024317460317466
18.0,17.82736507936508
24.0,21.61697619047619
15.0,18.794062742926634
15.0,17.713655677655684
10.0,15.9761746031746
11.0,16.431873015873016
23.0,16.258698412698408
21.0,13.706690476190477
18.0,20.368731601731607
19.0,25.318614145658266
21.0,15.46487033879275
16.0,16.39321464318117
15.0,17.194605871348053
18.0,17.688773809523806
18.0,21.036571428571435
15.0,21.580619047619052
12.0,19.43095112252089
16.0,15.441353359173126
11.0,15.630683982683982
17.0,15.053463203463197
18.0,15.319041125541126
17.0,21.43285064935065
16.0,21.754518582838358
21.0,17.823809282879054
13.0,16.802289867109632
12.0,19.0515925925926
12.0,16.78795256552233
17.0,18.423642857142863
13.0,15.786547619047617
12.0,20.81064538239538
17.0,16.885174787744553
10.0,15.395626984126988
11.0,17.203764790764787
9.0,16.21308333333333
17.0,12.900392857142856
18.0,11.814761904761896
15.0,20.143023809523807
18.0,20.223420819490585
16.0,17.68033258419647
