Aktual,Prediksi
82.0,56.77153571428572
68.0,55.891142857142874
48.0,63.943404761904766
24.0,54.26386904761907
68.0,66.0184166666667
74.0,54.51049458874457
52.0,54.0141468253968
66.0,62.546321428571424
77.0,69.13022619047618
60.0,64.45145238095239
69.0,61.361698412698416
54.0,48.374547619047604
54.0,68.20691666666669
37.0,59.67519444444443
58.0,60.87258333333333
78.0,60.355270055770035
67.0,48.02836904761904
57.0,61.67917857142859
81.0,62.72096428571429
69.0,67.29163095238094
94.0,67.42619047619047
76.0,65.95183333333334
58.0,78.44349999999999
53.0,74.57518650793651
50.0,58.67325000000001
41.0,56.98240476190476
78.0,60.82308333333332
60.0,55.904547619047605
57.0,57.37164285714285
82.0,63.71871031746033
69.0,60.75601587301585
54.0,69.62916269841271
60.0,63.64060714285715
38.0,63.23144444444441
34.0,63.17348809523807
28.0,48.44813492063493
28.0,52.487994588744584
41.0,53.49454761904764
92.0,51.58066666666669
60.0,49.826416666666674
56.0,59.44639682539684
64.0,65.71073015873017
61.0,55.334857142857146
45.0,47.349369047619035
33.0,50.62539285714286
39.0,44.54459523809524
39.0,48.04922023809524
50.0,51.022027992277984
54.0,48.16224603174604
65.0,61.57259126984126
43.0,60.87776587301586
108.0,69.7924126984127
83.0,57.24009523809524
64.0,66.43444047619049
81.0,79.74858333333334
86.0,74.28
109.0,85.3731388888889
104.0,76.20746428571427
87.0,81.72135714285714
94.0,83.76213492063492
104.0,95.5648235930736
120.0,99.15949816849817
95.0,86.62951449275363
77.0,90.55110714285715
125.0,97.17349891774893
83.0,92.03873809523807
77.0,87.08428571428568
73.0,81.83214285714284
68.0,84.58450793650792
85.0,79.20131746031747
58.0,74.30625
51.0,67.37232203243616
61.0,66.9748888888889
55.0,65.09331746031748
54.0,61.84340548340547
53.0,63.26304761904762
71.0,66.23607142857144
69.0,63.77759523809525
61.0,62.94818452380953
90.0,76.88336904761907
60.0,69.05875
85.0,70.80822222222221
78.0,73.51189285714285
78.0,78.99090476190474
75.0,74.87580357142858
70.0,72.50005900621119
75.0,73.26303174603174
72.0,82.61792857142856
66.0,74.48280952380952
75.0,75.87413095238095
64.0,72.93792243867243
81.0,81.19810317460319
95.0,79.45205952380954
97.0,83.07098845598847
97.0,86.54859385783303
86.0,87.58509636808373
111.0,94.53139881106812
107.0,90.34900842211873
109.0,96.71977503052501
80.0,96.61432142857144
82.0,93.09836111111113
87.0,86.68263997113998
72.0,82.41662698412699
101.0,87.28369056960076
91.0,76.61326082251082
101.0,93.99728601953602
90.0,88.04015645966611
101.0,93.17836237616537
95.0,88.8675202160237
96.0,96.8850742542631
101.0,91.66589410608609
108.0,96.02858825986536
80.0,91.12093005770873
83.0,95.75469964684439
53.0,79.37278652737012
94.0,81.86208284114679
95.0,89.16947619047617
110.0,89.31905647719505
87.0,88.32396721339138
95.0,97.24083834586469
111.0,87.52364225235547
124.0,93.9014824929972
112.0,90.53284090909092
66.0,95.31760317460315
100.0,109.12878571428571
128.0,85.8037023809524
84.0,87.83928282990111
103.0,103.55177380952381
109.0,93.98023921584738
99.0,89.75883291562239
104.0,87.13054329004326
88.0,89.96124615889572
92.0,90.59889343252728
70.0,97.44068483709272
69.0,91.08873756799574
77.0,79.90797619047618
74.0,77.88833333333334
77.0,79.2741547619048
124.0,82.25770346320347
112.0,86.39183333333332
88.0,99.64674358974362
110.0,103.4685833333333
105.0,92.8315119047619
97.0,97.99826190476189
103.0,92.08947255479298
91.0,89.3294423076923
