Aktual,Prediksi
17.0,13.409916666666668
18.0,11.275337301587296
12.0,13.191924603174598
7.0,11.036702380952384
15.0,13.349416666666666
16.0,11.390444444444448
11.0,12.305551587301586
11.0,11.888426900584797
12.0,12.452380952380956
6.0,11.294996309246311
14.0,11.19935858585859
11.0,10.149091269841268
9.0,13.005944444444442
9.0,12.821679197994985
11.0,10.862521645021648
18.0,12.127341269841265
12.0,12.488396825396824
11.0,14.257884920634922
19.0,12.65599206349206
10.0,13.687328007518795
12.0,14.902034632034626
8.0,11.51471130952381
7.0,12.138535714285716
9.0,9.641892857142862
14.0,9.367125
17.0,11.203175751879696
27.0,11.879880952380951
20.0,12.33597619047619
21.0,13.959488095238095
29.0,19.816761904761904
21.0,20.333658730158728
19.0,20.526805555555562
18.0,20.917999999999996
14.0,21.660047619047624
13.0,18.481658730158728
13.0,15.105571428571427
12.0,13.219988095238094
14.0,12.370666666666668
36.0,11.229261904761904
24.0,13.154706766917293
15.0,15.078499999999996
17.0,20.47173809523809
18.0,17.21992857142858
16.0,16.286095238095236
14.0,15.030857142857137
12.0,15.881190476190472
12.0,14.263992424242419
14.0,15.88117857142857
15.0,13.8583160742766
16.0,13.383132783882779
17.0,13.043500000000002
39.0,14.662238095238097
19.0,16.168825396825397
18.0,15.268892857142857
23.0,19.63757142857143
23.0,17.66725
26.0,17.57115476190476
24.0,20.411416666666668
25.0,22.087726190476186
28.0,23.809452380952383
30.0,23.945
35.0,25.290420634920626
24.0,26.03105158730158
28.0,26.423226190476186
31.0,25.59877380952381
22.0,23.82897619047619
20.0,23.964380952380953
18.0,21.748571428571424
15.0,22.313654761904765
25.0,22.12258333333334
17.0,17.567039682539683
14.0,20.015257936507936
23.0,21.23821031746032
15.0,15.50546031746032
20.0,18.120349206349207
17.0,17.328500000000005
18.0,17.528666666666666
21.0,19.932865079365076
18.0,18.468321428571432
25.0,18.57678571428572
20.0,18.211880952380948
26.0,17.05306746031746
22.0,23.725000000000005
21.0,22.71487301587301
22.0,21.139416666666666
14.0,18.256242063492063
26.0,20.64095238095238
20.0,17.60033333333334
17.0,18.684345238095244
18.0,21.364440476190474
17.0,19.925619047619048
17.0,20.81647619047619
18.0,21.725964285714277
22.0,17.922107142857143
